ledger_id,year,record_type,primary_theme,professional_relevance,accounting_status,public_detail_status
recovered-0001,2022,video,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0002,2022,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0003,2020,video,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0004,2020,media-or-text-unavailable,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0005,2020,shared-story,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0006,2020,media-or-text-unavailable,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0007,2020,photo,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0008,2020,shared-story,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0009,2020,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0010,2020,video,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0011,2020,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0012,2020,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0013,2020,external-link,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0014,2020,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0015,2020,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0016,2020,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0017,2020,media-or-text-unavailable,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0018,2020,video,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0019,2020,shared-story,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0020,2020,text,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0021,2020,shared-story,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0022,2019,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0023,2019,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0024,2019,text,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0025,2019,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0026,2019,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0027,2019,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0028,2019,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0029,2019,shared-story,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0030,2019,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0031,2019,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0032,2019,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0033,2019,shared-story,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0034,2019,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0035,2019,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0036,2019,shared-story,waterways-place-and-ecology,practice-related,recovered,aggregate-only
recovered-0037,2019,photo-album,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0038,2019,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0039,2019,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0040,2019,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0041,2019,video,community-and-hospitality,practice-related,recovered,aggregate-only
recovered-0042,2019,photo,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0043,2019,photo,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0044,2019,external-link,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0045,2019,event,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0046,2019,video,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0047,2019,video,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0048,2019,photo,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0049,2019,event,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0050,2019,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0051,2019,video,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0052,2019,video,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0053,2019,photo,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0054,2019,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0055,2019,event,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0056,2019,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0057,2019,video,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0058,2019,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0059,2019,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0060,2019,text,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0061,2019,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0062,2019,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0063,2019,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0064,2018,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0065,2018,shared-story,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0066,2018,shared-story,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0067,2018,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0068,2018,video,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0069,2018,external-link,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0070,2018,video,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0071,2018,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0072,2018,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0073,2018,media-or-text-unavailable,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0074,2018,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0075,2018,video,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0076,2018,event,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0077,2018,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0078,2018,event,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0079,2018,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0080,2018,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0081,2018,event,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0082,2018,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0083,2018,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0084,2018,photo-album,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0085,2018,event,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0086,2018,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0087,2018,video,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0088,2018,photo,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0089,2018,event,community-and-hospitality,practice-related,recovered,aggregate-only
recovered-0090,2018,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0091,2017,shared-story,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0092,2017,photo-album,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0093,2017,video,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0094,2017,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0095,2017,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0096,2017,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0097,2017,external-link,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0098,2017,shared-story,culture-art-and-performance,project-specific,recovered,aggregate-only
recovered-0099,2017,shared-story,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0100,2017,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0101,2017,photo-album,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0102,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0103,2017,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0104,2017,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0105,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0106,2017,photo,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0107,2017,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0108,2017,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0109,2017,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0110,2017,photo,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0111,2017,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0112,2017,photo,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0113,2017,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0114,2017,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0115,2017,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0116,2017,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0117,2017,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0118,2017,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0119,2017,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0120,2017,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0121,2017,photo,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0122,2017,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0123,2017,external-link,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0124,2017,event,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0125,2017,photo-album,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0126,2017,photo,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0127,2017,video,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0128,2017,video,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0129,2017,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0130,2017,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0131,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0132,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0133,2017,event,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0134,2017,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0135,2017,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0136,2017,video,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0137,2017,external-link,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0138,2017,video,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0139,2017,event,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0140,2017,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0141,2017,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0142,2017,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0143,2017,shared-story,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0144,2017,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0145,2017,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0146,2017,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0147,2017,photo,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0148,2017,video,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0149,2017,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0150,2017,video,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0151,2017,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0152,2017,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0153,2017,external-link,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0154,2017,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0155,2017,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0156,2017,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0157,2017,event,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0158,2017,event,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0159,2017,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0160,2017,photo,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0161,2017,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0162,2017,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0163,2017,shared-story,everyday-life-and-observation,project-specific,recovered,aggregate-only
recovered-0164,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0165,2017,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0166,2017,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0167,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0168,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0169,2017,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0170,2017,event,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0171,2017,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0172,2017,event,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0173,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0174,2017,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0175,2017,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0176,2017,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0177,2017,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0178,2017,shared-story,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0179,2017,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0180,2017,shared-story,civic-and-public-interest-work,project-specific,recovered,aggregate-only
recovered-0181,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0182,2017,text,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0183,2017,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0184,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0185,2017,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0186,2017,event,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0187,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0188,2017,shared-story,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0189,2017,external-link,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0190,2017,media-or-text-unavailable,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0191,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0192,2017,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0193,2017,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0194,2017,photo,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0195,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0196,2017,video,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0197,2017,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0198,2017,video,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0199,2017,video,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0200,2017,external-link,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0201,2017,video,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0202,2017,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0203,2017,video,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0204,2017,text,everyday-life-and-observation,project-specific,recovered,aggregate-only
recovered-0205,2017,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0206,2017,media-or-text-unavailable,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0207,2017,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0208,2017,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0209,2016,event,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0210,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0211,2016,photo,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0212,2016,text,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0213,2016,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0214,2016,text,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0215,2016,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0216,2016,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0217,2016,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0218,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0219,2016,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0220,2016,shared-story,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0221,2016,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0222,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0223,2016,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0224,2016,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0225,2016,shared-story,community-and-hospitality,practice-related,recovered,aggregate-only
recovered-0226,2016,media-or-text-unavailable,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0227,2016,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0228,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0229,2016,text,waterways-place-and-ecology,practice-related,recovered,aggregate-only
recovered-0230,2016,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0231,2016,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0232,2016,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0233,2016,video,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0234,2016,external-link,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0235,2016,photo,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0236,2016,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0237,2016,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0238,2016,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0239,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0240,2016,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0241,2016,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0242,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0243,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0244,2016,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0245,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0246,2016,shared-story,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0247,2016,shared-story,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0248,2016,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0249,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0250,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0251,2016,text,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0252,2016,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0253,2016,shared-story,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0254,2016,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0255,2016,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0256,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0257,2016,text,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0258,2016,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0259,2016,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0260,2016,text,waterways-place-and-ecology,practice-related,recovered,aggregate-only
recovered-0261,2016,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0262,2016,event,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0263,2016,shared-story,culture-art-and-performance,project-specific,recovered,aggregate-only
recovered-0264,2016,shared-story,culture-art-and-performance,project-specific,recovered,aggregate-only
recovered-0265,2016,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0266,2016,text,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0267,2016,text,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0268,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0269,2016,text,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0270,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0271,2016,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0272,2016,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0273,2016,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0274,2016,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0275,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0276,2016,shared-story,community-and-hospitality,practice-related,recovered,aggregate-only
recovered-0277,2016,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0278,2016,external-link,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0279,2016,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0280,2016,text,care-memory-and-relationships,contextual,recovered,aggregate-only
recovered-0281,2016,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0282,2016,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0283,2016,event,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0284,2016,text,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0285,2016,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0286,2016,event,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0287,2016,event,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0288,2016,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0289,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0290,2016,media-or-text-unavailable,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0291,2016,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0292,2016,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0293,2016,event,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0294,2016,event,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0295,2016,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0296,2016,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0297,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0298,2016,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0299,2016,shared-story,community-and-hospitality,practice-related,recovered,aggregate-only
recovered-0300,2016,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0301,2016,video,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0302,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0303,2016,external-link,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0304,2016,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0305,2016,text,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0306,2016,photo,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0307,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0308,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0309,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0310,2016,photo-album,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0311,2016,text,civic-and-public-interest-work,practice-related,recovered,aggregate-only
recovered-0312,2016,shared-story,culture-art-and-performance,project-specific,recovered,aggregate-only
recovered-0313,2016,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0314,2016,video,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0315,2016,photo-album,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0316,2016,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0317,2016,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0318,2016,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0319,2016,photo,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0320,2016,external-link,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0321,2016,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0322,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0323,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0324,2016,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0325,2016,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0326,2016,shared-story,technical-and-digital-practice,practice-related,recovered,aggregate-only
recovered-0327,2016,photo,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0328,2016,media-or-text-unavailable,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0329,2016,shared-story,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0330,2016,external-link,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0331,2015,video,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0332,2015,photo,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0333,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0334,2015,external-link,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0335,2015,external-link,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0336,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0337,2015,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0338,2015,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0339,2015,shared-story,media-only-or-text-unavailable,contextual,recovered,aggregate-only
recovered-0340,2015,video,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0341,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0342,2015,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0343,2015,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0344,2015,video,community-and-hospitality,project-specific,recovered,aggregate-only
recovered-0345,2015,shared-story,everyday-life-and-observation,contextual,recovered,aggregate-only
recovered-0346,2015,text,culture-art-and-performance,contextual,recovered,aggregate-only
recovered-0347,2015,shared-story,community-and-hospitality,project-specific,recovered,aggregate-only
